month,index
Jun-16,0.423251723
Jul-16,0.810940444
Aug-16,0.91241241
Sep-16,0.70651084
Oct-16,0.625272864
Nov-16,0.847558464
Dec-16,0.698184363
Jan-17,0.782833032
Feb-17,0.707706822
Mar-17,0.712226269
Apr-17,0.718559747
May-17,0.550240186
